textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold
Clash of Clans,@pambdilbb5751,0,2024-07-17 00:23:12,clash of clans,neutral
Anteng bgt gw nonton ini plissss,@idafarehah5341,0,2024-07-01 08:16:51,anteng banget gw nonton ini pliss,positive
yang kaya gini tayang di televisi juga dooong,@kinkinrisna8227,2,2024-07-01 02:00:01,yang kaya gini tayang di televisi juga doong,negative
maxwell lucu bgt ya ampunn 😭😭😍,@hyuckrengirl,0,2024-06-29 14:24:51,maxwell lucu banget ya ampunn,positive
Hebat semuaaaaa 🌱✨ semangat kakak² 🐬,@arinaa3299,0,2024-06-29 13:46:29,hebat semuaa semangat kakak²,positive
Pliss cepetaannnn epsd berikutnyaaa deg degann ke gantung banget inii🥲🥲,@muhammadishaq2949,0,2024-06-30 02:13:27,pliss cepetaann epsd berikutnyaa deg degann ke gantung banget inii,negative
Pliss banyakin tontonan berkualitas begini 🙃🙃,@naynaaizania391,0,2024-07-01 01:29:42,pliss banyakin tontonan berkualitas begini,positive
UGM tunggu aku yaaa <br>(Semoga aku bisa ikut seperti ini ),@Izzanuraliyah,0,2024-12-30 03:09:38,ugm tunggu aku yaa semoga aku bisa ikut seperti ini,neutral
Senang banget dengan acara ini. Kelasss,@gfmxhan,1,2024-07-05 12:21:26,senang banget dengan acara ini kelass,positive
"Plis pas nayangin peserta tambahan yang dari univ luar merinding banget sih 😭 feelnya sama waktu nonton university war yg datengin peserta dr harvard. Tp semoga aja rejeki univ lokal korea nular ke indo, pemenangnya tetap yg dari univ indo. Tapi, terlepas siapapun dan dari univ manapun yg menang, dia pasti layak bgt sii. Semangat crew ruang guru, yuuuk guys bantu viralin acara ini. Acara kek gini mah gapapa banget diikutin, plagiat, dan diviralin 😂",@heycallmeann,1,2024-07-04 10:16:39,plis pas nayangin peserta tambahan yang dari univ luar merinding banget sih feelnya sama waktu nonton university war yang datengin peserta dari harvard tapi semoga saja rejeki univ lokal korea nular ke indo pemenangnya tetap yang dari univ indo tapi terlepas siapapun dan dari univ manapun yang menang dia pasti layak banget sii semangat crew ruang guru yuuk guys bantu viralin acara ini acara kek gini mah gapapa banget diikutin plagiat dan diviralin,positive
1 jam ditonton 2 jt orng,@Moodbooster10,0,2024-07-01 09:17:05,jam ditonton jt orng,neutral
Mirip acara di korea. Lupa judulnya apa. Anak² pinter dari universitas top dikumpulin disuruh bertanding seperti ini lah. Tapi bagus weyy bikin acara gini. Daripada bikin acara hipnotis.,@niaoks,0,2024-07-04 06:48:41,mirip acara di korea lupa judulnya apa anak² pinter dari universitas top dikumpulin disuruh bertanding seperti ini lah tapi bagus weyy bikin acara gini daripada bikin acara hipnotis,neutral
"padahal aku ga ngitung, tapi ikutan pusing😭",@byunbaekhyun4951,0,2024-06-29 17:01:52,padahal aku tidak ngitung tapi ikutan pusing,negative
HARUSNYA INII YG DIBANGGAKAN DI INDO BUKAN HANYA VIRAL&quot; YG BERCANDAAN DOANG.,@sunarkosunarko1720,0,2024-06-30 03:22:08,harusnya inii yang dibanggakan di indo bukan hanya viral quot yang bercandaan doang,negative
MAXWELL GANTENG LUCU PINTER 😭,@SitiDahlia-g9d,1,2024-06-29 13:05:43,maxwell ganteng lucu pinter,positive
"Inimah produce 101, bukan university war🙏😭",@ekaamaliakhoirunnisa763,1,2024-06-29 12:26:26,inimah produce bukan university war,negative
Mending nonton ini daripada sinetron 😂..acara berkualitas nih. Bagus banget buat motivasi anak anak jaman now.,@erasi6770,0,2024-07-04 06:28:10,mending nonton ini daripada sinetron acara berkualitas nih bagus banget buat motivasi anak anak jaman now,positive
"Apapun hasilnya, KALIAN KEREN SEMUA 🎉",@AziFahmiAdam,0,2024-06-30 13:20:12,apapun hasilnya kalian keren semua,positive
Keren,@keniluwiski486,0,2024-07-01 06:08:30,keren,positive
KEREEEEEEEEEEN 👍👍👍👍👍👍👍,@stevietangoi3896,0,2024-07-14 08:43:59,kereen,positive
Ga tau kenapa kalo liat orang pinter tuh bawaannya pen nangis karena kagum,@ratnachannel4742,0,2024-07-09 06:08:27,tidak tau kenapa kalau liat orang pinter tuh bawaannya pen nangis karena kagum,positive
Orang pinter2 bersatu😢,@nenengAyya,0,2024-06-30 04:29:06,orang pinter bersatu,positive
SPEECHLESS BANGEET SAMA PRESTASI&quot; MAHASISWA INI 😮😮😮,@aditiasubastiono9312,0,2024-07-03 01:04:25,speechless bangeet sama prestasi quot mahasiswa ini,positive
Maxwell logat bener-bener ciri khas koko koko Surabaya wkwkwk,@arimajidsonhaji9075,0,2024-07-09 02:13:22,maxwell logat bener bener ciri khas koko koko surabaya wkwkwk,positive
aku yang ngang ngongg ini seneng banget liat orang&quot; cerdasssa !! 🎉🎉 ditunggu next eps,@viedelvi9162,0,2024-07-01 07:11:53,aku yang ngang ngongg ini seneng banget liat orang quot cerdassa ditunggu next eps,positive
"UNAND satu-satunya kampus perwakilan di Sumatera, bangga jadi orang Padang.",@MuhammadSyefrikoGalaxyPiliang,0,2024-07-09 14:23:11,unand satu satunya kampus perwakilan di sumatera bangga jadi orang padang,positive
Yuk trendinggggg,@lanibudiyanti5819,0,2024-06-30 02:59:27,yuk trendingg,neutral
"buat kakak kakak semuanya, kalian hebat bangettt!!!",@ccaaazk,1,2024-06-30 00:58:45,buat kakak kakak semuanya kalian hebat bangett,positive
Tim Ruangguru luar biasa amazing. Ini acara yang gw tunggu-tunggu. Hebat. Gw percaya Indonesia Emas 2045,@annefrankentertainment,0,2024-06-30 13:03:51,tim ruangguru luar biasa amazing ini acara yang gw tunggu tunggu hebat gw percaya indonesia emas,positive
keren bangeet😭,@21junii,0,2024-07-05 15:15:28,keren bangeet,positive
Kalian luar biasa kerennnnn,@Bersinarberpijar,0,2024-07-02 06:58:24,kalian luar biasa kerenn,positive
Jngan sampai d stop program kya gini. Teruskan selalu 😭❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,@rahmira6136,0,2024-06-30 09:55:40,jngan sampai d stop program kya gini teruskan selalu,negative
min next time soalnya jadi di wm di pinggir lebih bagus deh biar penonton juga bisa ikut hitung,@Our-Music,1,2024-06-29 12:02:09,min next time soalnya jadi di wm di pinggir lebih bagus deh biar penonton juga bisa ikut hitung,negative
keren banget pliss,@radoblink2330,0,2024-06-30 08:44:52,keren banget pliss,positive
Menyala axel 🔥,@axeldarmawan8388,0,2024-06-30 05:22:44,menyala axel,positive
Aaaaaa plisss banyakin acara gini gua muak liat sinetron ga berbobot,@MariaKrismesRoulina,1,2024-06-30 09:46:15,aa pliss banyakin acara gini gua muak liat sinetron tidak berbobot,negative
Kren banget. ... 🔥🔥🔥🔥,@isdinawatipurba7478,0,2024-06-29 14:44:34,kren banget,positive
Keren Mas Ficky ✨✨,@rimbabasuki360,1,2024-07-01 12:00:05,keren mas ficky,positive
Udah bisa masuk di sini aja udah keren bangett,@Fitria-gq3fx,0,2024-07-03 12:02:51,sudah bisa masuk di sini saja sudah keren bangett,positive
"Kesini gara2 tiktok ,keren seru juga nonton ini",@Xrpinofficial453,0,2024-07-10 06:38:59,kesini gara tiktok keren seru juga nonton ini,positive
Tim Sarah ❤❤,@tonymha,0,2024-07-14 14:39:04,tim sarah,negative
"Aku coba nyakar round 3 juga, ngabisis waktu hampir 30 menit, hasil nyaa beda 1 angka aja🥹😭 4610 yg harusnya 4609",@nurulalia7058,0,2024-07-01 09:32:04,aku coba nyakar round juga ngabisis waktu hampir menit hasil nyaa beda angka aja yang harusnya,negative
Ga ada ya?? yang dari Sekolah biasa ikut ginian.....Minimal bajunya pake Blazer....,@AryWardhana,0,2024-07-01 00:57:14,tidak ada ya yang dari sekolah biasa ikut ginian minimal bajunya pake blazer,negative
"Tontonan bermutu,,semoga kedepannya bisa lebih banyak lagi acara berkualitas seperti ini",@Nurjihanbrekat,0,2024-07-06 01:04:12,tontonan bermutu semoga kedepannya bisa lebih banyak lagi acara berkualitas seperti ini,positive
"please gua ikut deg degann, inu seruuuuu bangeeett woyyyy!!",@nikenayudhya604,0,2024-06-30 11:02:49,please gua ikut deg degann inu seruu bangeett woyy,positive
nah kek gino dong acara bermutu.. biar yg viral bukan yg cma goyang&quot; gak jelas aja,@blanksheets5789,3,2024-07-08 02:31:20,nah kek gino dong acara bermutu biar yang viral bukan yang cma goyang quot tidak jelas saja,negative
"gilakkk keren bnr, nangis ajahhh klo gue yg disitu mah😭😭",@nurainiraiyani666,0,2024-06-30 04:29:46,gilakk keren bnr nangis ajahh kalau gue yang disitu mah,positive
"wahh kak emilda semangatt berharap bisa lolos biar unair full team, good job kak",@k.y.sproject2126,0,2024-06-30 17:41:26,wahh kak emilda semangatt berharap bisa lolos biar unair full team good job kak,positive
Mari viralkan acara sekeren ini🎉,@rahmaadistya4602,0,2024-06-30 11:34:03,mari viralkan acara sekeren ini,positive
"Tipikal org2 pinter bgt, yg abis dikerjain dibahas lg itu soalnya 😅",@Fifty50932,0,2024-06-30 14:50:08,tipikal org pinter bgt yang abis dikerjain dibahas lagi itu soalnya,negative
"wktu sekolah saya paling suka , pelajaran matematika , paling gampang malah , tapi  sayang sekolah nya gk di lanjutin . .. nonton ruang guru gini jadi pengen sekolah lagi ,,syang sudah punya anak 3 hahaha.....",@nadhifanazma6398,0,2024-07-15 16:52:25,wktu sekolah saya paling suka pelajaran matematika paling gampang malah tapi sayang sekolah nya tidak di lanjutin nonton ruang guru gini jadi pengen sekolah lagi syang sudah punya anak hahaha,neutral
"KERENNN, SUKAAA BANGEEETTT ❤",@alnskymoon,0,2024-06-29 23:31:20,kerenn sukaa bangeett,positive
ya Allah ini insecure bngt bagi aku😭,@doni7889.,1,2024-07-14 00:28:48,ya allah ini insecure banget bagi aku,negative
"Nggk ada yg gagall,semua nya hebattt,yg tereliminasi jgn putus asaa💪🏻",@amaliyakautsari,1,2024-06-30 02:09:23,nggk ada yang gagall semua nya hebatt yg tereliminasi jgn putus asaa,positive
Ayu netizen viralkan ini tunjukkan the power neziten indonesia,@bbiilayaa,0,2024-06-30 10:04:29,ayu netizen viralkan ini tunjukkan the power neziten indonesia,positive
Masyaallah tunas bangsa kita ❤❤❤❤❤❤❤❤❤❤ bangga 🎉🎉🎉,@alinapratiwi3436,0,2024-07-10 13:24:28,masyaallah tunas bangsa kita bangga,positive
"mereka yg bertanding, lutut gw yg geter",@33dua86,1,2024-07-05 12:35:47,mereka yang bertanding lutut gw yang geter,negative
"Semuanyaa kereeenn! ✨😭 bener bener tontonan yg berkualitas, harus trending sihh",@hildasyalwanovia7391,0,2024-07-05 02:05:17,semuanyaa kereenn bener bener tontonan yang berkualitas harus trending sihh,positive
Kasian yang ga menang ga dikasih Snack 😩.. padahal mereka butuh jugaa,@AswadunFamily,0,2024-06-30 09:14:22,kasian yang tidak menang tidak dikasih snack padahal mereka butuh jugaa,negative
"By the way, have you seen the reload bonuses? Perfect for keeping the momentum going",@VeyselTugrul-l6y,0,2024-08-04 05:00:36,by the way have you seen the reload bonuses perfect for keeping the momentum going,positive
"Jadi penasaran, ini kan kaya university war yg di Korea nah minta izin ga ya buat bikin acara yang sama kek mereka 😅",@AmaliaMika-mh2qj,1,2024-07-02 15:31:23,jadi penasaran ini kan kaya university war yang di korea nah minta izin tidak ya buat bikin acara yang sama kek mereka,negative
Shakira good game banget sihhhh🔥🔥🔥🔥,@rosandap.simanjorang2988,1,2024-07-01 00:14:51,shakira good game banget sihh,positive
"MaSyaAllah KERENNNNNNNNNNNNNNNNNN BANGETTT, TERHARU",@megahmulyo04,0,2024-06-29 15:04:34,masyaallah kerenn bangett terharu,positive
Kesini gegara ponakan,@KhozanahJanah-pk3vh,0,2024-07-01 23:05:13,kesini gegara ponakan,neutral
"wehh kok penontonnya dkitt,pdahal likenya bnyakk anjrr",@UlanSari-l5s,0,2024-06-29 13:08:01,wehh kok penontonnya dkitt pdahal likenya bnyakk anjrr,negative
Jadi pengen ikut ngitung . Soalnya apaan ya😂,@deliya4251,0,2024-07-13 01:05:07,jadi pengen ikut ngitung soalnya apaan ya,neutral
"UI rame amat, pada mau danusan ente? &quot;lumayan ini hadiahnya buat OKK&quot;",@pandhuha,0,2024-07-01 15:32:29,ui rame amat pada mau danusan ente quot lumayan ini hadiahnya buat okk quot,positive
Gue bukan emak mereka tapi ikut bangga 😭😭,@kultusrotigoreng,0,2024-06-30 14:18:10,gue bukan emak mereka tapi ikut bangga,positive
Moga acara ini diperbanyak dan ada tiap tahun biar ada acara yg mendidik dan berkualitas di Indonesia,@koerindoe,2,2024-06-29 18:20:14,moga acara ini diperbanyak dan ada tiap tahun biar ada acara yang mendidik dan berkualitas di indonesia,positive
insecure yg sesungguhnya 😭,@kssaya,0,2024-07-02 01:47:35,insecure yang sesungguhnya,negative
Demii....exited bgt nunggu ini tayang❤❤❤,@alfianuramalia827,1,2024-06-30 00:29:18,demii exited banget nunggu ini tayang,positive
Oxford g tuh,@cyth2731,6,2024-06-29 12:11:42,oxford g tuh,neutral
Endingnya asli kaget bejir. Semangat buat semuanya.<br><br>Ditunggu episode selanjutnya min.,@Zhoerya,1,2024-06-30 10:35:28,endingnya asli kaget bejir semangat buat semuanya ditunggu episode selanjutnya min,positive
University war Indonesia nih aku suka,@nikakaniedream2337,0,2024-06-30 08:49:30,university war indonesia nih aku suka,positive
rewatch nih,@itszulfaazkiya4314,2,2025-01-23 09:39:08,rewatch nih,neutral
aku juga merinding mass🫨🫨,@afhelSay,0,2024-06-29 14:58:46,aku juga merinding mass,positive
Kak ibnu semoga kalian semua tetap semangat😊,@Rahmawibowo-298,0,2024-07-16 00:48:25,kak ibnu semoga kalian semua tetap semangat,positive
university war versi indonesia,@syayomn,0,2024-07-01 04:41:19,university war versi indonesia,positive
Nonton lagii.... 🔥,@rismafidelatun,1,2024-09-11 13:42:36,nonton lagii,neutral
Buset liat soalnya gua mending disuruh emak ngepel monas dari pada ini😢,@aydinputri0125,0,2024-07-07 06:31:16,buset liat soalnya gua mending disuruh emak ngepel monas dari pada ini,negative
YOSHHHH🔥🔥🔥,@mirzanufaissyabil9199,0,2024-06-29 12:48:34,yoshh,positive
hi! is this the full ep and will the other ep uploaded here too?,@crescendo8955,1,2024-07-01 08:01:35,hi is this the full ep and will the other ep uploaded here too,neutral
Harusnya org2 kaya gni yg viral dan jd trendcenter org2 yg di puji2 org bukan fuja Fuji fuja Fuji,@zachrantazkiaa9020,0,2024-07-06 02:59:21,harusnya org kaya gni yang viral dan jd trendcenter org yang di puji orang bukan fuja fuji fuja fuji,negative
keren bangettt... merinding lihatnya woyyy😭😭,@nurulmasruroh7947,0,2024-06-30 01:59:50,keren bangett merinding lihatnya woyy,positive
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=390"">6:30</a> &quot;intimidating&quot;<br>pas gw liat muka orang2nya: mana iya lagi intimidating kek nge-underestimate 😭",@kudooo_3,0,2024-09-12 15:40:47,pas gw liat muka orangnya mana iya lagi intimidating kek nge underestimate,negative
Yess ada KAIST.. Merindinggg lihatnya.. Kerennnnnnnnn,@putriangkasari7550,0,2024-06-29 13:22:59,yess ada kaist merindingg lihatnya kerenn,positive
"Exactly, that cashback has come in handy more than once for me. Turns a bad day around a bit",@SedaBaris-w2v,0,2024-08-04 05:01:15,exactly that cashback has come in handy more than once for me turns a bad day around a bit,positive
Kaya hunger games,@IfadahMaskun,0,2024-07-10 11:54:11,kaya hunger games,neutral
Semoga pinternya nular ke gw 😂,@Angelina-xo1lj,0,2024-07-08 06:25:36,semoga pinternya nular ke gw,negative
"<a href=""https://www.youtube.com/watch?v=dY_3acmFFRQ&amp;t=1306"">21:46</a> knp hrs di gituin gk min kesihan, orng lgi ngsjlsin juga 😭😭😭 wkkwkwwkwk",@beedubiie,0,2024-06-30 05:09:15,a href kenapa harus di gituin tidak min kesihan orng lagi ngsjlsin juga wkkwkwwkwk,positive
Tengil bet yesaya,@rioardiansyah1618,0,2024-07-02 05:43:17,tengil bet yesaya,positive
lebih kerenn kalau pakee almet nya😍,@DewiMuliaQolbi,4,2024-06-29 12:10:21,lebih kerenn kalau pakee almet nya,positive
❤❤😭😭 keren keren semuaaa,@raroya,0,2024-07-01 10:53:00,keren keren semuaa,positive
Keren sihhh aku ikut merinding,@aprilyapratama9204,1,2024-06-30 07:27:48,keren sihh aku ikut merinding,positive
Aaa kueren sekali Ruang Guru membuat acara kompetisi seperti ini jadi acara reality show. Semoga semakin banyak acara mendidik dan memotivasi seperti ini di Indonesia. Setuju jg sm beberapa komentar untuk tampilin juga sesi penyelesaian soal atau setidaknya saat peserta lg bahas pembahasan soalnya jg dipotong. Biar yg nonton juga bisa sambil belajar selain dpt motivasi utk belajarnya. 🙂Semoga anak anakku akan tumbuh menjadi anak2 pintar dan hebat seperti semua peserta ini. Aamiin.,@GCIutube,0,2024-06-30 05:06:21,aa kueren sekali ruang guru membuat acara kompetisi seperti ini jadi acara reality show semoga semakin banyak acara mendidik dan memotivasi seperti ini di indonesia setuju juga sama beberapa komentar untuk tampilin juga sesi penyelesaian soal atau setidaknya saat peserta lagi bahas pembahasan soalnya juga dipotong biar yang nonton juga bisa sambil belajar selain dpt motivasi untuk belajarnya semoga anak anakku akan tumbuh menjadi anak pintar dan hebat seperti semua peserta ini aamiin,positive
SERU BANGETTTTT,@ayatul_964,0,2024-06-30 01:06:49,seru bangett,positive
Otak q gak nyampe 😴,@mokhamadsolekhudin7722,0,2024-07-01 23:40:49,otak q tidak nyampe,negative
Wooooowww ini kereeeen bangeeeeettt,@muhammadjailani4407,0,2024-07-01 13:06:14,wooww ini kereen bangeett,positive
Yesaya jangan eliminasi dulu pliss lucuu 😂😂,@Salbila-d9f,0,2024-06-29 23:58:18,yesaya jangan eliminasi dulu pliss lucuu,negative
GOKILL RUANG GURUU MENGINSPIRASI BGT 🎉❤,@AuliaGhalbi,0,2024-07-02 16:40:09,gokill ruang guruu menginspirasi banget,positive
"gua kangen, gua rewatch",@juwitaaas8311,0,2024-11-18 06:20:20,gua kangen gua rewatch,neutral
"seneng bangettt nonton ini semangat belajar akuuu meningkattt, keren keren kaliannn😍 semoga lebih banyak lagi di indo acara kaya giniii",@IciCitraDaniati,0,2024-06-30 03:12:46,seneng bangett nonton ini semangat belajar akuu meningkatt keren keren kaliann semoga lebih banyak lagi di indo acara kaya ginii,positive
Biarkan remahan rengginang ini menonton para pemeran utama ini,@LiZheng-kw8gg,0,2024-06-30 01:01:54,biarkan remahan rengginang ini menonton para pemeran utama ini,negative
"promosinya keren minnnn, sukakk!!!!",@sarinaomi8755,0,2024-07-10 07:24:01,promosinya keren minn sukakk,positive
nangis😭😭 keren bgt.. merasa butiran debu nontonnya wkwkwkw,@sifanhalisa,0,2024-07-01 11:30:31,nangis keren bgt merasa butiran debu nontonnya wkwkwkw,positive
Lah ini gk bentuk live? <br>Curiga dibuat ada gimmick dan settingan,@thio1139,1,2024-06-29 14:37:24,lah ini tidak bentuk live curiga dibuat ada gimmick dan settingan,negative
Banyakin acara ky gini pliiisss,@Papapap4725,0,2024-07-01 11:20:27,banyakin acara ky gini pliiss,positive
Nangissss sepintar itu mereka 😭😭😭😭,@windalestari2608,0,2024-06-30 13:27:13,nangiss sepintar itu mereka,positive
Kayanya seru kalo ada tutor cara ngitung soalnya,@erikafitriani28,0,2024-07-08 06:34:33,kayanya seru kalau ada tutor cara ngitung soalnya,neutral
Ih keren,@ridhotaufiqurrochman8112,0,2024-06-29 15:57:59,ih keren,positive
Keren bgt acaranya,@sheilamitha,0,2024-07-11 14:07:42,keren banget acaranya,positive
Hitungan koran ya atau beda?,@kiranadita4679,1,2024-07-15 07:43:03,hitungan koran ya atau beda,neutral
Menurut Aku Hyunbin berhasil membuktikan bahwa SNU Univ terbaik di negaranya. Lalu Kita punya Shakira yang juga membuktikan UI adalah Univ terbaik di Indonesia. 🎉🎉🎉,@Silvipermatasari96,7,2024-07-01 13:17:21,menurut aku hyunbin berhasil membuktikan bahwa snu univ terbaik di negaranya lalu kita punya shakira yang juga membuktikan ui adalah univ terbaik di indonesia,negative
Maxwell🎉,@nafisaavs,0,2024-06-29 13:03:00,maxwell,neutral
"Ada ga ya perlombaan yg isinya anak ips/sosial gtu, soalnya kalo pinter gtu pasti identiknya sama anak ipa dan berhitung.<br>Tp sebagai lulusan anak ips jg ga kepikiran si apa ya yg mau dilombain😂",@Cukurukukmpokjeruu,0,2024-06-30 08:37:40,ada tidak ya perlombaan yang isinya anak ips sosial gtu soalnya kalau pinter gtu pasti identiknya sama anak ipa dan berhitung tp sebagai lulusan anak ips juga tidak kepikiran si apa ya yang mau dilombain,neutral
Gk  pinter tpi seneng lihat orang pinter,@MelSalakamel,0,2024-06-29 17:17:06,tidak pinter tapi seneng lihat orang pinter,neutral
"Spill dong sma nya dulu dimana 😂 pake jalur zonasi or nem ya <a href=""http://www.youtube.com/results?search_query=%23masyaalloh"">#masyaAlloh</a> tabarakallah",@khabibahpuspadela4890,0,2024-07-01 10:22:27,spill dong sma nya dulu dimana pake jalur zonasi or nem ya a href tabarakallah,negative
Demi Allah demi Rasulullah. Ikhlas gw ikhlas ridho Iklannya banyak buat video kaya gini.<br>Bener.<br>Daripada podcast2 pembodohan yg diundang kontroversial. Mending youtube gw diisi kaya gini,@px-7astronaut,0,2024-07-02 10:46:10,demi allah demi rasulullah ikhlas gw ikhlas ridho iklannya banyak buat video kaya gini bener daripada podcast pembodohan yang diundang kontroversial mending youtube gw diisi kaya gini,positive
"Kalian keren adik2.. Walau masih semester awal tp sudah jadi modal besar kok dengan IPK lebih dari 3,5... Semangat...",@ekaputra709,0,2024-07-05 05:27:40,kalian keren adik walau masih semester awal tapi sudah jadi modal besar kok dengan ipk lebih dari semangat,positive
Maasyaa Alllah,@rianpurnama4878,0,2024-07-13 06:18:39,maasyaa allah,positive
kelass bett,@apainiapaituya,0,2024-06-30 02:58:19,kelass bett,negative
ini hadiahnya berepa?,@Agus-gt6lx,0,2024-07-02 12:29:57,ini hadiahnya berepa,neutral
"PENGEN JADI SALAH SATUNYAAA DI MASA DEPAN,AMINN",@rusiananta638,1,2024-06-30 04:03:20,pengen jadi salah satunyaa di masa depan aminn,positive
ACARA INI KEREN BUANGETTTT. BENER BENER MIRIP SAMA UNIVERSITY WAR!!!🔥🔥🔥,@sabrinaelysiamaharani3683,0,2024-06-29 23:29:54,acara ini keren buangett bener bener mirip sama university war,positive
"Kok si Yossi gaada di tampilin IPKnya, ada yang tau alasannya?? Cuma dia satu&quot;nya orang yang IPKnya ga di tampilin",@cellobogan4253,1,2024-07-01 18:06:33,kok si yossi gaada di tampilin ipknya ada yang tau alasannya cuma dia satu quot nya orang yang ipknya tidak di tampilin,negative
"Lordddd , kalian pintar pintarrrrr😢",@claretamonicaoktavianeteja7296,0,2024-07-01 12:59:48,lordd kalian pintar pintarr,positive
SEKEREN INI KLO ADA YANG HUJAT PARAH SI,@caca-zf7me,0,2024-06-29 16:38:39,sekeren ini kalau ada yang hujat parah si,negative
Kerennn shakira,@bahtiarrifai1728,1,2024-07-02 15:32:34,kerenn shakira,positive
Gilakkk merindinggg 😭,@lutviyahnurfath4341,0,2024-06-30 06:51:45,gilakk merindingg,positive
EPISODEEE 3 KAPAN TAYANNGG PLISSSSS,@lhalachan5080,0,2024-07-01 10:05:03,episodee kapan tayanngg pliss,neutral
Mereka yg bsa jawab gue yang bangga😅,@purwatiaqilla5038,1,2024-07-15 10:00:46,mereka yang bsa jawab gue yang bangga,positive
Xaviera ❤,@ichacasuarinaable1,0,2024-07-10 10:00:36,xaviera,neutral
KEREN KEREN BANGETTT😭😭😭😭,@najihahjahro9187,0,2024-06-30 10:36:39,keren keren bangett,positive
"Shakira bener bener definisi orang yang berilmu, ga banyak bicara tapi diwujudkan dengan aksi nyata + rendah hati jadi adem banget liatnya, tanpa merendahkan orang lain, dia bisa nunjukin kemampuan nya itu",@ganbatteayaya,492,2024-06-30 11:48:42,shakira bener bener definisi orang yang berilmu tidak banyak bicara tapi diwujudkan dengan aksi nyata rendah hati jadi adem banget liatnya tanpa merendahkan orang lain dia bisa nunjukin kemampuan nya itu,positive
Pengen banget jadi salah satu peserta tapi yagituuu ga pinter2 bnget,@GitaSukmadewi,0,2024-07-02 20:16:22,pengen banget jadi salah satu peserta tapi yagituu tidak pinter bnget,negative
gabisa share soal ujiannya ke kita gitu ?? kan pengen ikutan juga wkwk,@irandapuspita5019,0,2024-07-02 05:48:31,gabisa share soal ujiannya ke kita gitu kan pengen ikutan juga wkwk,negative
IH SERUUU BGTTT!!! 🎉,@shaffiranuurfauziah6222,0,2024-07-01 18:54:33,ih seruu bgtt,positive
Keren ! Semangat terus tim ruang guru ! Semoga acaranya sebooming university war kaya yg d korea. 🎉,@adiriandar7421,0,2024-06-30 01:16:18,keren semangat terus tim ruang guru semoga acaranya sebooming university war kaya yang d korea,positive
Ada KAIST dong😍,@WonDeuk-k2o,0,2024-06-29 17:14:49,ada kaist dong,neutral
SUKA BNGET SAMA KONSEP NYA WEH ‼️‼️‼️‼️‼️‼️‼️‼️‼️,@ExchelFernandito,0,2024-06-29 16:31:08,suka bnget sama konsep nya weh,positive
TAMBAHIN SUBS ENGLISH MIN BIAR LEBIH BANYAK YANG NONTON LAGII,@sleepinseoulwakeupinbusan,1,2024-06-30 19:02:46,tambahin subs english min biar lebih banyak yang nonton lagii,negative
UB ada wee...,@niyasy5261,0,2024-07-25 06:49:09,ub ada wee,neutral
Baru nyadar gw ada kevin di di foto icho nya imelda ada kevinnnn😱<br>Sumpah baru nyadar,@Elvira_aqila,0,2024-10-26 12:15:06,baru nyadar gw ada kevin di di foto icho nya imelda ada kevinn sumpah baru nyadar,positive
Ibnu mukanya sigma bet,@fitriatulhusnah3716,0,2024-09-24 14:31:39,ibnu mukanya sigma bet,negative
"PLISS,GAJADI DI HUJAT NETIZEN,YA ALLAH ITU LOHH SEMUANYA UDAH KEREN BANGETTT😭😭😭😭✨ SEMUANYA HEBATTTT",@xi-mipa6_07_ayesaainurrokh5,5279,2024-06-29 12:09:07,pliss gajadi di hujat netizen ya allah itu lohh semuanya sudah keren bangett semuanya hebatt,positive
ah sayang banget Ibnu ga lolos,@user-jx6ms8bo5w,0,2024-07-05 06:05:25,ah sayang banget ibnu tidak lolos,negative
"kek gini g trending kebangetan deh, bisa edukasi bocil&quot;",@BagirAhmad-oe8pp,0,2024-06-30 04:37:31,kek gini g trending kebangetan deh bisa edukasi bocil quot,negative
Nama kampus emang gk bisa diragukan lg ya sesuai dg kualitas mahasiswanya MasyaAllah ❤❤,@wiwikpratiwi1369,0,2024-06-30 13:45:19,nama kampus emang tidak bisa diragukan lagi ya sesuai dg kualitas mahasiswanya masyaallah,positive
MEREKA MAKAN APA SIII PADA PINTER PINTER 😭,@rezkynuraulia310,0,2024-06-29 18:56:56,mereka makan apa sii pada pinter pinter,negative
woy ini keren banget acaranya,@MeidaSeptiani,0,2024-06-30 01:50:31,woy ini keren banget acaranya,positive
Ayoo.naufal.semangaaaat,@abbaspro631,0,2024-07-13 12:35:53,ayoo naufal semangaat,positive
Cara ngitung shakira persis apa yang akan aku lakukan kalau dikasih soal begitu. Wkwk. Cari angka 1-9 habis itu jumlahin.,@matchalatte694,0,2024-06-29 16:49:07,cara ngitung shakira persis apa yang akan aku lakukan kalau dikasih soal begitu wkwk cari angka habis itu jumlahin,neutral
shakira keren banget busett 😭,@machiatto7470,0,2024-06-29 15:26:22,shakira keren banget busett,positive
Semoga sukses selalu ruang guru,@AnaPutriMasruroh,0,2024-09-18 16:00:27,semoga sukses selalu ruang guru,positive
Ayo kita sakit kepala bersama😂😂😂,@ambayar503,0,2024-06-30 23:42:27,ayo kita sakit kepala bersama,negative
