textDisplay,authorDisplayName,likeCount,publishedAt,clean_text,sentiment_gold,sentiment_active,confidence
plisss jangan banyak iklannya 😢😢😢,@MelisadwiAgustin,0,2024-06-30 05:25:48,pliss jangan banyak iklannya,,neutral,0.42101449594815343
Min ko ga bisa di download siiiii 😢,@sainahinul5311,0,2024-06-30 05:26:28,min ko tidak bisa di download sii,,neutral,0.46121159116144095
Hawa ambisi dan tegangnya berasa,@githaindah9628,0,2024-06-30 05:27:08,hawa ambisi dan tegangnya berasa,,neutral,0.45686619181721827
"Kalo ada acara kayak gini harus kita dukung, biar makin banyak yang bikin acara kayak gini.",@mlbaru2782,0,2024-06-30 05:27:16,kalau ada acara seperti gini harus kita dukung biar makin banyak yang bikin acara seperti gini,,positive,0.535348308591416
Kokk yg undip ga perkenalan diri ya?,@KaylaNurahma-dq1yq,0,2024-06-30 05:27:28,kokk yang undip tidak perkenalan diri ya,,negative,0.6719828218151206
Pada keren keren banget!!🔥,@Alvayed,0,2024-06-30 05:27:36,pada keren keren banget,,positive,0.8959492367072418
"seruuu siiih, ga sabar nunggu episode selanjutnyaaaaaaaaa",@srisulastini890,0,2024-06-30 05:27:41,seruu siih tidak sabar nunggu episode selanjutnyaa,,positive,0.5561857610588526
Jadi inget sama acara korea yang University War.,@AT-su2qq,0,2024-06-30 05:27:56,jadi inget sama acara korea yang university war,,neutral,0.49683233868632987
"Harusnya d.kasih tau ga si cra menyelesaikannya biar ramee min,",@watamondol7927,0,2024-06-30 05:28:12,harusnya d kasih tau tidak si cra menyelesaikannya biar ramee min,,negative,0.7677687972148691
"Jagoan Gua Yesaya, suka banget gaya tengilnya 😂",@Mudaberakhlaq,0,2024-06-30 05:28:31,jagoan gua yesaya suka banget gaya tengilnya,,positive,0.7982357362605232
Tim yg ke sini krna lewat beranda tik tok 😅,@evitavita,0,2024-06-30 05:28:46,tim yang ke sini krna lewat beranda tik tok,,negative,0.5135077244554268
Seruu njir😂😂❤❤ <br>Gua jadi cicak di pojokan 🦎,@hellenkouanak7406,0,2024-06-30 05:28:57,seruu njir gua jadi cicak di pojokan,,positive,0.6328224685140723
"Dasar bocah bocah ambis, klen makan nya apa sih woy? 😢",@muhammadfadhil5390,0,2024-06-30 05:29:00,dasar bocah bocah ambis klen makan nya apa sih woy,,neutral,0.5195812986621494
"Awalnya Liatin di FB kok statistik Mahasiswa/Siswi IPK ngeri dengan Prestasinya ngeri. Ternyata untuk ini yah.... Tapi ttp ngeri euy, kaum Rebahan menonton doang wkwkw",@kurokusa,0,2024-06-30 05:29:03,awalnya liatin di fb kok statistik mahasiswa siswi ipk ngeri dengan prestasinya ngeri ternyata untuk ini yah tapi ttp ngeri euy kaum rebahan menonton saja wkwkw,,negative,0.5131230425584722
Gile itb lolos 4,@ririsdelita9065,0,2024-06-30 05:29:06,gile itb lolos,,positive,0.5841218774810556
"Penonton stress, apalagi peserta 😂 <br>Semangat buat kalian",@rinanurhasanah3797,0,2024-06-30 05:29:24,penonton stress apalagi peserta semangat buat kalian,,positive,0.8047003115961265
Lulusan SMK hadir :),@argaeka6895,1,2024-06-30 05:29:32,lulusan smk hadir,,neutral,0.39885159230046013
Kompetisi peroranga ya? Cmpuran dari berbagai univ di indonesia,@fanzee3406,0,2024-06-30 05:29:37,kompetisi peroranga ya cmpuran dari berbagai univ di indonesia,,negative,0.5328365044495199
Acara kaya gini yang harus bener&quot; didukung,@Caaa_Sunflower,0,2024-06-30 05:29:55,acara kaya gini yang harus bener quot didukung,,positive,0.6605400016513928
GOOAAKS KACAU ❤,@isnaenimaratulhasdah8157,0,2024-06-30 05:30:02,gooaaks kacau,,neutral,0.3716076679451141
Sumpah iri sesungguhnya,@fahirafadyasuparman7084,0,2024-06-30 05:30:10,sumpah iri sesungguhnya,,neutral,0.4122085888005301
Biar ketularan pinter kalo nonton orang pinter 😅,@user-qf5re7yc9j,0,2024-06-30 05:30:24,biar ketularan pinter kalau nonton orang pinter,,neutral,0.488131669010017
Good concept tp eksekusi videonya kurang.. 40 menit cuma mendengar jawaban salah dan benar saja hehe...,@WAWASAMBHUWARA,1,2024-06-30 05:31:01,good concept tapi eksekusi videonya kurang menit cuma mendengar jawaban salah dan benar saja hehe,,negative,0.5577753681138841
Keren banget ada acara begini yang isinya orang berprestasi semua dan jadi motivasi untuk anak bangsa!!,@hilman6464,0,2024-06-30 05:31:06,keren banget ada acara begini yang isinya orang berprestasi semua dan jadi motivasi untuk anak bangsa,,positive,0.9039477994953499
"Buat yg selesai, kalian udh berani tampil dan percaya diri akan kemampuan diri sendiri aja udh hebat betull loh",@exolsugoiotaku9071,2,2024-06-30 05:31:10,buat yang selesai kalian sudah berani tampil dan percaya diri akan kemampuan diri sendiri saja sudah hebat betull loh,,positive,0.7784915526051415
"Yuk bisa yuk, banyakin acara kek gini biar anak indonesia makin termotivasi",@hestiw__04,0,2024-06-30 05:31:20,yuk bisa yuk banyakin acara kek gini biar anak indonesia makin termotivasi,,positive,0.6319355394635202
Peak battle 🗣️🔥🗣️,@bubu6267,0,2024-06-30 05:31:56,peak battle,,neutral,0.3716076679451141
Akhirnya ada universitas war versi indo❤,@exolsugoiotaku9071,0,2024-06-30 05:32:07,akhirnya ada universitas war versi indo,,neutral,0.4131262811159053
Durasi waktu pengerjaannya berapa menitan tolong dilihatkan dong biar tau penontonnya.,@clr_03,0,2024-06-30 05:32:35,durasi waktu pengerjaannya berapa menitan tolong dilihatkan dong biar tau penontonnya,,neutral,0.7424350127541034
Medoknya Maxwell lucu bgt wkwk,@nra3301,0,2024-06-30 05:32:36,medoknya maxwell lucu banget wkwk,,positive,0.74713146630445
"MAX, WELLL",@raniasalwaazzahra6783,0,2024-06-30 05:32:46,max well,,neutral,0.44551981057225937
Mon maap orng yang kapasitas otaknya b aja mau nonton juga 🙏,@windalukita339,0,2024-06-30 05:32:47,mon maap orng yang kapasitas otaknya b saja mau nonton juga,,neutral,0.38044899184513464
"Buat 10 yg tereliminasi, heiii kalian itu udah keren banget tau. Semangat, pokoknya kalian tetap hebat",@himia9604,0,2024-06-30 05:32:59,buat yang tereliminasi heii kalian itu sudah keren banget tau semangat pokoknya kalian tetap hebat,,positive,0.9276810727701834
"Tjakeppppppp 🎉🎉🎉🎉 sukses buat acara ini, seneng liatnya 😂",@rezaqamarullah6714,0,2024-06-30 05:33:27,tjakepp sukses buat acara ini seneng liatnya,,positive,0.7667233048451338
Sering aja bikin acara kayak gini adu kepintaran ya ruang guru adain 1 minggu 2x kek  gituh,@RisnaWati-q2s,0,2024-06-30 05:33:37,sering saja bikin acara seperti gini adu kepintaran ya ruang guru adain minggu x kek gituh,,neutral,0.47089277827360204
plis jangan di lewatin pas kerjain soalnya,@BurhanudinBurhan-y3v,0,2024-06-30 05:33:52,plis jangan di lewatin pas kerjain soalnya,,neutral,0.37206559845083076
MasyaAllah bangettt 🔥🔥,@depypurnika6420,0,2024-06-30 05:34:01,masyaallah bangett,,positive,0.7118089083683471
Ketar ketir liat prestasinya,@KenziaMaulana,0,2024-06-30 05:34:16,ketar ketir liat prestasinya,,negative,0.5473288681276488
"Ihhh ga pernah kuliah tapi seru banget nontonnyaaaa 😂<br><br>Pliiss, tunjukin gimana teknis peserta ngerjain soalnyaa biar kita tauu (durasi 2 jam jg gapapaaa!! HAHA)<br><br>Sama mungkin penonton juga bisa dikasih soalnya biar nyobaiinn! 🤣",@sar_aul,14,2024-06-30 05:34:16,ihh tidak pernah kuliah tapi seru banget nontonnyaa pliiss tunjukin bagaimana teknis peserta ngerjain soalnyaa biar kita tauu durasi jam juga gapapaa haha sama mungkin penonton juga bisa dikasih soalnya biar nyobaiinn,,positive,0.5925952132916124
"Maxwel lucuuuu pwolll logat e, unik, suka dengernya",@roosedmyanti4794,0,2024-06-30 05:34:21,maxwel lucuu pwoll logat e unik suka dengernya,,positive,0.6730995904416108
kereeeeen ❤❤❤❤❤❤❤❤❤❤😢,@HIKMASari-y1e,0,2024-06-30 05:34:54,kereen,,positive,0.6634282065628492
Yesaya yesaya Hadeh. Attitude Nol!,@BeritaTerbaru54,0,2024-06-30 05:34:58,yesaya yesaya hadeh attitude nol,,neutral,0.3997553165704195
perbanyak konten kek gini,@abdimaulana6354,0,2024-06-30 05:35:10,perbanyak konten kek gini,,positive,0.5066846055791775
SERU BGTTT,@imroatullutfiyah5552,0,2024-06-30 05:35:11,seru bgtt,,positive,0.7763024944507458
Gemess bgt jadi pengen ngitung juga tapi soalnya cepet bgt ngilang gabisa SS,@evyjuniastina697,0,2024-06-30 05:35:25,gemess banget jadi pengen ngitung juga tapi soalnya cepet banget ngilang gabisa ss,,neutral,0.4183156537866532
Woyyyy kerennn bangettt,@ayu-jf5rr,0,2024-06-30 05:35:27,woyy kerenn bangett,,positive,0.8281430114636014
Aku merindinggg sambil solawat semoga anku kelak bisa se pintar ini amin yaAllah,@Qisyaasiyahashshidiq,27,2024-06-30 05:35:48,aku merindingg sambil solawat semoga anku kelak bisa se pintar ini amin yaallah,,positive,0.6183745586649322
good job ruang guru,@rahminabila889,0,2024-06-30 05:35:54,good job ruang guru,,positive,0.5868449503766611
Keren❤❤,@nissofficial99,0,2024-06-30 05:36:16,keren,,positive,0.840375825721574
kerennnn,@allifnurfaizzatuluula7276,0,2024-06-30 05:36:45,kerenn,,positive,0.8127249596989197
Meninggalkan jejak 🕳️☘️,@GiantMountain12,0,2024-06-30 05:37:03,meninggalkan jejak,,neutral,0.3716076679451141
Kenapa gue nangis ya nonton nya😭,@rayhanarayhana5967,0,2024-06-30 05:37:13,kenapa gue nangis ya nonton nya,,neutral,0.4614356808949032
Keren bangettt❤❤❤❤,@devi9646,0,2024-06-30 05:37:42,keren bangett,,positive,0.8875094953752054
Untuk temen&quot; yg ga loloss heeii kaliaan sudah sampai terpilih ikut acara ini tuh dah bener benerr heebaaatt. Semangaat yaa,@fanycintya4511,24,2024-06-30 05:37:54,untuk temen quot yang tidak loloss heeii kaliaan sudah sampai terpilih ikut acara ini tuh dah bener benerr heebaatt semangaat yaa,,positive,0.6372063038622813
terharuuu❤❤❤,@fthnauliy,0,2024-06-30 05:38:12,terharuu,,positive,0.5357121230558767
Sumpahhh kalian semua keren woyyyyyyyy,@purpleyou6362,0,2024-06-30 05:38:39,sumpahh kalian semua keren woyy,,positive,0.852902204556219
"wah ada yg sengaja ga lolos round 1 &amp; 2, padahal bisa jawab",@s3noob,1,2024-06-30 05:39:08,wah ada yang sengaja tidak lolos round amp padahal bisa jawab,,negative,0.6913780509179318
Buatlah acara seperti ini. Please terus berlanjut. Pemerintah harus lebih support.,@abdulmuiz7646,2,2024-06-30 05:39:10,buatlah acara seperti ini please terus berlanjut pemerintah harus lebih support,,positive,0.7162248552691386
"Sayang banget bagian penjelasan malah dipercepat, diskusi dari yg udah lolos juga cuma ditayangin dikit, padahal acaranya bagus kalau juga bisa ngasih edukasi, gak cuma nampilin kompetisi dan drama nya aja.",@kaleeyara,185,2024-06-30 05:39:38,sayang banget bagian penjelasan malah dipercepat diskusi dari yang sudah lolos juga cuma ditayangin dikit padahal acaranya bagus kalau juga bisa ngasih edukasi tidak cuma nampilin kompetisi dan drama nya aja,,negative,0.665633446681421
"Yesha sipaling gampang, terkadang jangan terlalu sombong dulu beranggapan bahwa kita yang paling hebat, namun masih banyak orang yang mungkin lebih dari kita",@Zenomm-br8rd,14,2024-06-30 05:40:07,yesha sipaling gampang terkadang jangan terlalu sombong dulu beranggapan bahwa kita yang paling hebat namun masih banyak orang yang mungkin lebih dari kita,,neutral,0.4453966963528586
Hi adik-adik dari saya yg 28thn😂 kadang penasaran ibu kalian makan apa pas hamil😂,@tiwiueo8705,1,2024-06-30 05:41:14,hi adik adik dari saya yang thn kadang penasaran ibu kalian makan apa pas hamil,,neutral,0.3811852228799912
seruu bgtt. keknya bikin versi kampus pendidikan juga seruu :D,@bbjvz4804,0,2024-06-30 05:41:30,seruu bgtt keknya bikin versi kampus pendidikan juga seruu d,,positive,0.7344294627468475
kelazzzz bos,@annisaretnomutiasih2932,0,2024-06-30 05:41:44,kelazz bos,,neutral,0.3716076679451141
"Fav. Ku maxwel,😅😅😅😅",@thisisme_evi3256,1,2024-06-30 05:41:57,fav ku maxwel,,neutral,0.38516082862772777
Merinding nonton nyaaa,@dearahmanita7663,0,2024-06-30 05:42:28,merinding nonton nyaa,,neutral,0.44788135255799194
GILAKKKK KERENNN BANGETTTT,@lkj3562,0,2024-06-30 05:42:51,gilakk kerenn bangett,,positive,0.8457391811636282
Habis nonton ini : “bjir aku 16 tahun sekolah ngapain aja ya?”,@Rafoshpcy,1,2024-06-30 05:43:13,habis nonton ini bjir aku tahun sekolah ngapain saja ya,,negative,0.6029805215866876
kaliaan kereen banget pokoknyaa,@ulfamuammar4218,0,2024-06-30 05:43:39,kaliaan kereen banget pokoknyaa,,positive,0.7879895692473792
wahh ada perwakilan UINJKT jugaaa,@nanadyapp,0,2024-06-30 05:43:58,wahh ada perwakilan uinjkt jugaa,,neutral,0.5945505961717121
Naufal orang lamongan?,@salwanadiaulfah,0,2024-06-30 05:44:11,naufal orang lamongan,,neutral,0.43015010459878694
kerennn kerennnn bangetttttt🤩,@lintangnoraandani5067,0,2024-06-30 05:44:27,kerenn kerenn bangett,,positive,0.8425388034529974
"Walau ada yg terleminasi kalian tuh tetap hebat, berani maju ke coc ini aja tuh udh hebat bgt. Tetap berprestasi!!",@FatulMubarock-wt3ej,6,2024-06-30 05:44:30,walau ada yang terleminasi kalian tuh tetap hebat berani maju ke coc ini saja tuh sudah hebat bgt tetap berprestasi,,positive,0.7342273615766787
Wowwwwwwwwww buruan tayanggggg eps 2 woiii,@herpynii,1,2024-06-30 05:44:33,woww buruan tayangg eps woii,,positive,0.5168390961919704
Seru banget. Menghibur di tengah carut marutnya Indonesia,@ahmzainudin,0,2024-06-30 05:44:35,seru banget menghibur di tengah carut marutnya indonesia,,positive,0.8720441304563904
"wah seru banget, nggak sabar menunggu episode 2 😍",@nindiwulandari5391,0,2024-06-30 05:44:43,wah seru banget tidak sabar menunggu episode,,positive,0.8418993867283056
"Ibnu terima kasih sudah membanggakan Unhas di Clash of Champions. You did well, bro!!! Kamu sampai di titik ini juga sudah luar biasa keren. Aku yakin kamu pasti bisa berprestasi di tempat lain yang sesuai dengan bidang dan keahlian kamu. See you on top 🎉",@clevantine,0,2024-06-30 05:44:56,ibnu terima kasih sudah membanggakan unhas di clash of champions you did well bro kamu sampai di titik ini juga sudah luar biasa keren aku yakin kamu pasti bisa berprestasi di tempat lain yang sesuai dengan bidang dan keahlian kamu see you on top,,positive,0.794585279911655
"orng2 ambis, pinter gini biasanya klo habis ngejain soal dibahasss, saking gregetny",@dwayulsthv,0,2024-06-30 05:45:02,orng ambis pinter gini biasanya kalau habis ngejain soal dibahass saking gregetny,,negative,0.5973905479778513
SERIUS ACARA KEK GINI GAK TRENDING 1!???!?,@MuhammadIqbal-cj9nw,0,2024-06-30 05:45:02,serius acara kek gini tidak trending,,negative,0.700816210910444
"Banyakin acara kayak gini plss, bagus banget buat motivasi . .",@qwryrra,2,2024-06-30 05:45:21,banyakin acara seperti gini plss bagus banget buat motivasi,,positive,0.7847988895296002
Keren bgt🫶🏻,@rikeadeliakaryn4034,0,2024-06-30 05:45:33,keren bgt,,positive,0.8311562221995042
KEREN BANGETTTT😭,@reynarachman7579,0,2024-06-30 05:46:34,keren bangett,,positive,0.8875094953752054
WAJIB VIRAL SIH INI,@hanayamanuela3841,0,2024-06-30 05:46:34,wajib viral sih ini,,positive,0.5424009935511052
"Acara kayak gini banyakin, bukan acara gimmick gajelas yg dibikin artis2 dan keluarga nya",@karimahmunadiyah7761,2,2024-06-30 05:47:28,acara seperti gini banyakin bukan acara gimmick gajelas yang dibikin artis dan keluarga nya,,positive,0.6055942007793189
"Acara yg kayak gini harus dipertahanin, sukaaa banget. Terimakasih ruang guru",@yunikusumaningtyas2838,0,2024-06-30 05:47:44,acara yang seperti gini harus dipertahanin sukaa banget terimakasih ruang guru,,positive,0.7905397700084942
Kerenn..,@yessieriana,0,2024-06-30 05:47:53,kerenn,,positive,0.8127249596989197
Ini lanjutannya tayang kapan ya?,@skywongraveee,0,2024-06-30 05:48:07,ini lanjutannya tayang kapan ya,,neutral,0.6948411277634335
SEMANGAT MAS MAS UNDIPPP,@jessycute-r3g,0,2024-06-30 05:48:12,semangat mas mas undipp,,positive,0.5547756420802638
keren banget ya Allah merinding mau nangis😭,@nopnopppp,0,2024-06-30 05:48:26,keren banget ya allah merinding mau nangis,,positive,0.9057562399716024
Keren oi,@PikaN-d5q,0,2024-06-30 05:48:33,keren oi,,positive,0.840375825721574
"mbak emiiillll, pls km keren buangetttt",@niraaulia9200,0,2024-06-30 05:48:36,mbak emiill pls km keren buangett,,positive,0.7478298217407301
Senangnya liat orang pinter saling ngadu 😂😂😂,@Ivander043,0,2024-06-30 05:48:38,senangnya liat orang pinter saling ngadu,,neutral,0.44626687149225447
"Oh my god keren bgt, go indonesiaaa❤❤",@kakarika__98,0,2024-06-30 05:49:28,oh my god keren bgt go indonesiaa,,positive,0.7882150056726888
Keren sih,@belajarbareng2533,0,2024-06-30 05:49:34,keren sih,,positive,0.831176670971684
KERENN BGTTT,@ViviAndryani-eu5dy,0,2024-06-30 05:49:44,kerenn bgtt,,positive,0.7982170290970519
these are insane!!!,@FancyGuy,0,2024-06-30 05:49:44,these are insane,,neutral,0.4204784663489985
"untuk yang dieliminasi,, gapapa tenang kalian tetep tak anngep pinter😭😭😭",@MeltiJaya,0,2024-06-30 05:50:07,untuk yang dieliminasi gapapa tenang kalian tetep tak anngep pinter,,positive,0.5794778828503259
Gw ngitung semenit awok awok ada trik nya yg soal ke 2 jumlah penjumlahanya   setiap 4 kolom 18 sama baris kebawah 15 jadi 16*15=240,@fazar1776,2,2024-06-30 05:50:14,gw ngitung semenit awok awok ada trik nya yang soal ke jumlah penjumlahanya setiap kolom sama baris kebawah jadi,,negative,0.5329663597958643
University  war versi indonesia...moga dibanyakin lagi acara2 seperti ini ...,@Watini-xi9gq,2,2024-06-30 05:50:26,university war versi indonesia moga dibanyakin lagi acara seperti ini,,positive,0.6703103250672636
"Acara kyak gini tuh baguus bangett, bisa jadi motifasi buat anak muda lain jugaa",@yenniyunita5774,3,2024-06-30 05:50:31,acara kyak gini tuh baguus bangett bisa jadi motifasi buat anak muda lain jugaa,,positive,0.704917993542096
Butuh eps selanjutnya,@isniardia5697,2,2024-06-30 05:50:40,butuh eps selanjutnya,,neutral,0.5114172377524676
Kalau yang nonoton gak sampe jutaan sih keterlaluann yaa inii kerennn bangettt woyyy,@susansiti642,0,2024-06-30 05:51:00,kalau yang nonoton tidak sampe jutaan sih keterlaluann yaa inii kerenn bangett woyy,,positive,0.7111388452629943
"Semangat buat ruang guru yg sudah memberikan tontonan positif dan bener&quot; mengedukasi buat kita,",@shellosss,1,2024-06-30 05:51:01,semangat buat ruang guru yang sudah memberikan tontonan positif dan bener quot mengedukasi buat kita,,positive,0.7823815470895267
"Plis editornya durasi lama gpp, jgn dicut yg gak pas",@kakarika__98,0,2024-06-30 05:51:19,plis editornya durasi lama gpp jgn dicut yang tidak pas,,negative,0.5630404057317332
Seru bangetttt,@rahmaalia6872,0,2024-06-30 05:51:27,seru bangett,,positive,0.8300062552796016
GASABAR EPISODE SELANJUTNYA 🎉🎉🎉🎉,@dvmzty7191,0,2024-06-30 05:51:50,gasabar episode selanjutnya,,neutral,0.3873850537381694
kak yaya dari UGM mirip sama kak alca (istrinya bang bintang emon),@caecyyy,0,2024-06-30 05:52:24,kak yaya dari ugm mirip sama kak alca istrinya bang bintang emon,,neutral,0.73596532818963
Acara ini nunjukin Indonesia gak kekurangan orang cerdas dan jenius. Tinggal gimana pemerintah bisa memberikan ruang bagi anak bangsa untuk berkarya..🔥🔥🔥,@MasThooo,12,2024-06-30 05:52:29,acara ini nunjukin indonesia tidak kekurangan orang cerdas dan jenius tinggal bagaimana pemerintah bisa memberikan ruang bagi anak bangsa untuk berkarya,,positive,0.718945465663487
"Bbyakin kek gnii mau editan apa kek,tp ttep mereka pinter gtu loh",@watamondol7927,0,2024-06-30 05:52:30,bbyakin kek gnii mau editan apa kek tp ttep mereka pinter gtu loh,,neutral,0.41086083915893634
"Seruuuuu bangettt, jadi termotivasi untuk giat belajar, fyuhhhhh",@FitriyaniDiaSaputri,0,2024-06-30 05:52:35,seruu bangett jadi termotivasi untuk giat belajar fyuhh,,positive,0.8240203768252474
Aku dukung UGM Aja karena satu almet...Ayo UGM kamu Pasti Menang...,@rangga2412,0,2024-06-30 05:52:40,aku dukung ugm saja karena satu almet ayo ugm kamu pasti menang,,negative,0.5605642291071505
“Balik yuk” ngakak banget 🤣🤣 gak sih mas aku ketemu kalian aja udah gak akan pamit kalo mau pulang,@gaonkwak2440,0,2024-06-30 05:52:41,balik yuk ngakak banget tidak sih mas aku ketemu kalian saja sudah tidak akan pamit kalau mau pulang,,positive,0.649609283895843
Panjangin durasinya,@nurilhamyunus3501,0,2024-06-30 05:52:44,panjangin durasinya,,neutral,0.3716076679451141
"Video di Ruanggurunya gak ada suara, ada yang sama gak guys?",@sahwaazhari507,0,2024-06-30 05:53:18,video di ruanggurunya tidak ada suara ada yang sama tidak guys,,negative,0.6400631258332387
MANTAP INI HARUS DI APRESIASI SIH 🎉🎉 TRENDINGKAN,@mhdtriyuanda261,0,2024-06-30 05:53:19,mantap ini harus di apresiasi sih trendingkan,,positive,0.6596072049470124
Ikut deg2an we 😭,@april8934,0,2024-06-30 05:53:28,ikut degan we,,neutral,0.3766086554925836
Keren si iniii,@AiPra-b1w,1,2024-06-30 05:53:34,keren si inii,,positive,0.8134934525659085
Muka fahmi ky familiar,@ayanda3429,0,2024-06-30 05:53:41,muka fahmi ky familiar,,neutral,0.4920879618658646
"Sumpah kaget itu ada tambahan dari univ luar negeri?????? Jadi apa itu orang indonesia yang belajar di sana, atau gimana???? Sumpah Oxford kaist🤧🤧🤧 sehat sehat kalian semua. Pasti bisa kok",@auraramadhani4266,2,2024-06-30 05:53:56,sumpah kaget itu ada tambahan dari univ luar negeri jadi apa itu orang indonesia yang belajar di sana atau gimana sumpah oxford kaist sehat sehat kalian semua pasti bisa kok,,neutral,0.46890747745474765
Liatlh yg sombong g loloskan,@muhamadfikrimaula2584,0,2024-06-30 05:54:16,liatlh yang sombong g loloskan,,neutral,0.42110661619195894
"Gue sangat berharap orang2 yang seperti ini di masa depan sangat berguna buat negara dan di jaga,di pelihara di hargai sebagaimana mestinya 😭😭😭",@RiskiRsk-kb3ep,60,2024-06-30 05:54:49,gue sangat berharap orang yang seperti ini di masa depan sangat berguna buat negara dan di jaga di pelihara di hargai sebagaimana mestinya,,positive,0.6684089346909344
"merinding bgt pas ada announcement ada tambahan dr kaist, nus, oxford, dll 😭😭😭😭",@hoshigurls,0,2024-06-30 05:54:59,merinding banget pas ada announcement ada tambahan dari kaist nus oxford dll,,positive,0.5220865039353684
wah jerom gk diajak,@ridoapriliantoputra1530,0,2024-06-30 05:55:08,wah jerom tidak diajak,,negative,0.6782632890037846
keren woi laa❤❤,@khotimahnursafitri1510,0,2024-06-30 05:55:18,keren woi laa,,positive,0.8190040479202909
"Ini bro ini konten bagus ini, sampek terharu liat ini aneh bngt 😭",@haqsyahrony3589,0,2024-06-30 05:55:28,ini bro ini konten bagus ini sampek terharu liat ini aneh banget,,positive,0.6801289272877705
Bang @jeromepolin harus ikut😂😂,@lepiindriyani8058,0,2024-06-30 05:55:29,bang harus ikut,,positive,0.5902790429231177
sholawatin :))💝💝,@VerraAsami,0,2024-06-30 05:55:40,sholawatin,,neutral,0.3716076679451141
wah akhirnya di indonesia ada acara ini,@sriahsuhartono5745,0,2024-06-30 05:55:45,wah akhirnya di indonesia ada acara ini,,positive,0.5321283902823528
Yesaya ngeselin dikit ygy😭😭🙏🏻,@callmeal2161,0,2024-06-30 05:55:50,yesaya ngeselin dikit ygy,,neutral,0.45009973677978016
Ini keren bgttt,@kakarika__98,0,2024-06-30 05:56:07,ini keren bgtt,,positive,0.8065925735215297
Belum 1 hari udah mau 1 juta views nya😮,@skyysan3577,0,2024-06-30 05:56:11,belum hari sudah mau juta views nya,,neutral,0.36407889036348134
Seneng banget liat orang ambis ya ikut greget walau bukan tim hebat kaya mereka😂,@maretanisa9861,0,2024-06-30 05:56:19,seneng banget liat orang ambis ya ikut greget walau bukan tim hebat kaya mereka,,positive,0.5331162434417137
Semoga trending guys. Gaassss,@kakarika__98,0,2024-06-30 05:56:21,semoga trending guys gaass,,neutral,0.46506579786120916
kerennn seruuu,@rinidewidiyanti7797,0,2024-06-30 05:56:37,kerenn seruu,,positive,0.853676768980725
untung ga ada tetangga gw,@arnaldooktabrianda9744,0,2024-06-30 05:56:40,untung tidak ada tetangga gw,,negative,0.7822076410273748
kok ga trending,@khansam.208,0,2024-06-30 05:56:47,kok tidak trending,,negative,0.5963957507329526
kaget ternyata maxwell medok 😆,@capibara-78,0,2024-06-30 05:56:49,kaget ternyata maxwell medok,,negative,0.7362818928791488
Suka banget nonton ginian,@lalilies8486,0,2024-06-30 05:57:03,suka banget nonton ginian,,positive,0.7963848822387286
"WOY, YANG KAYAK GINI WAJIB VIRAL. MANTAAAAAAAAAAAAP. THIS IS MOTIVATION FOR OUR GENERATION!!!",@mzakyalkindi7095,1,2024-06-30 05:57:05,woy yang seperti gini wajib viral mantaap this is motivation for our generation,,neutral,0.42908507171842863
"kalian yang dieliminasi ajaa udah keren bangettt,,,<br>GOKIL ABIS SIHHH😭😭😭🎉",@rizkaauliasyarif8422,2,2024-06-30 05:57:14,kalian yang dieliminasi ajaa sudah keren bangett gokil abis sihh,,positive,0.8829242327134553
Acara gini nih yang harus viral...,@muhammadtaufik2134,0,2024-06-30 05:57:32,acara gini nih yang harus viral,,positive,0.7135169431610313
"nungguin anak undip masuk, walopun cuma 1😭",@sullydz117,0,2024-06-30 05:57:33,nungguin anak undip masuk walopun cuma,,neutral,0.4596856944550227
seruuuu bgtttt,@rizkawulanseptiany6177,0,2024-06-30 05:57:40,seruu bgtt,,positive,0.7358064198846139
skli² kirim mahasiswa abadi min hhee,@santi00-io4wf,0,2024-06-30 05:58:01,skli² kirim mahasiswa abadi min hhee,,positive,0.5097660102578576
Ahh seru banget,@ariesrahayu2961,0,2024-06-30 05:58:04,ahh seru banget,,positive,0.8378358618962559
Plisss ngeliat orng orng pinter kok seru bangetttt,@carrotdoyie6168,0,2024-06-30 05:58:11,pliss ngeliat orng orng pinter kok seru bangett,,positive,0.672701155932836
"Acaranya keren bgt, salut buat tim ruang guru. minusnya cm ksh tau kita penonton yg kgk pinter2 amat ini gmn cara ngerjain soalnya. lmyn kan dpt edukasi &amp; bs coba ikut hitung jg",@liiyaaa6040,3,2024-06-30 05:58:16,acaranya keren bgt salut buat tim ruang guru minusnya cm ksh tau kita penonton yang kgk pinter amat ini gimana cara ngerjain soalnya lmyn kan dpt edukasi amp bisa coba ikut hitung juga,,positive,0.6192116435745646
harusnya tiap bidang ga si biar adil,@camelioona7832,0,2024-06-30 05:58:32,harusnya tiap bidang tidak si biar adil,,negative,0.7846635984507505
wkwkwk gue klo ada disana kebayang pas baca soal udh nangis duluan panik 🤣,@xhellofridayx,0,2024-06-30 05:58:33,wkwkwk gue kalau ada disana kebayang pas baca soal sudah nangis duluan panik,,neutral,0.4821952744281696
kak max? WELLL🤘,@pppffffluv,0,2024-06-30 05:58:46,kak max well,,neutral,0.5582362468664849
"Soalnyaaa gak ditayangin, kepoooo hehehehe",@andriyani5827,0,2024-06-30 05:59:11,soalnyaa tidak ditayangin kepoo hehehehe,,negative,0.7776632421692243
